,map_name,player_name,team_name,hero_name
52253,New Queen Street,Ezhan,Los Angeles Valiant,Reaper
52281,New Queen Street,Lengsa,Los Angeles Valiant,Lucio
52324,New Queen Street,SASIN,Los Angeles Valiant,Zarya
52360,New Queen Street,Creative,Seoul Dynasty,Ana
52399,New Queen Street,Fits,Seoul Dynasty,Soldier: 76
52433,New Queen Street,Profit,Seoul Dynasty,Reaper
52471,New Queen Street,Vindaim,Seoul Dynasty,Lucio
52514,New Queen Street,smurf,Seoul Dynasty,Zarya
52551,Ilios,Danteh,Houston Outlaws,Doomfist
52587,Ilios,Lastro,Houston Outlaws,Lucio
52627,Ilios,MER1T,Houston Outlaws,Reaper
52636,Ilios,MER1T,Houston Outlaws,Soldier: 76
52661,Ilios,MER1T,Houston Outlaws,Symmetra
52683,Ilios,PELICAN,Houston Outlaws,Echo
52722,Ilios,ir1s,Houston Outlaws,Ana
52771,Ilios,Admiral,London Spitfire,Lucio
52808,Ilios,Hadi,London Spitfire,Winston
52849,Ilios,Landon,London Spitfire,Ana
52882,Ilios,Shax,London Spitfire,Symmetra
52887,Ilios,Shax,London Spitfire,Tracer
52920,Ilios,SparkR,London Spitfire,Soldier: 76
52950,Eichenwalde,Danteh,Houston Outlaws,Doomfist
52989,Eichenwalde,Lastro,Houston Outlaws,Lucio
53021,Eichenwalde,MER1T,Houston Outlaws,Reaper
53039,Eichenwalde,MER1T,Houston Outlaws,Soldier: 76
53069,Eichenwalde,PELICAN,Houston Outlaws,Echo
53084,Eichenwalde,PELICAN,Houston Outlaws,Genji
53124,Eichenwalde,ir1s,Houston Outlaws,Ana
53167,Eichenwalde,Admiral,London Spitfire,Lucio
53207,Eichenwalde,Backbone,London Spitfire,Mei
53231,Eichenwalde,Backbone,London Spitfire,Sombra
53257,Eichenwalde,Hadi,London Spitfire,Reinhardt
53284,Eichenwalde,Landon,London Spitfire,Baptiste
53315,Eichenwalde,SparkR,London Spitfire,Soldier: 76
53354,Circuit royal,Lastro,Houston Outlaws,Lucio
53398,Circuit royal,MER1T,Houston Outlaws,Hanzo
53417,Circuit royal,MER1T,Houston Outlaws,Symmetra
53439,Circuit royal,MER1T,Houston Outlaws,Tracer
53455,Circuit royal,PELICAN,Houston Outlaws,Mei
53479,Circuit royal,PELICAN,Houston Outlaws,Reaper
53491,Circuit royal,PELICAN,Houston Outlaws,Widowmaker
53510,Circuit royal,Piggy,Houston Outlaws,Reinhardt
53544,Circuit royal,ir1s,Houston Outlaws,Baptiste
53566,Circuit royal,ir1s,Houston Outlaws,Moira
53588,Circuit royal,Admiral,London Spitfire,Lucio
53632,Circuit royal,Backbone,London Spitfire,Mei
53651,Circuit royal,Hadi,London Spitfire,Reinhardt
53685,Circuit royal,Landon,London Spitfire,Baptiste
53721,Circuit royal,SparkR,London Spitfire,Bastion
53734,Circuit royal,SparkR,London Spitfire,Hanzo
53756,Circuit royal,SparkR,London Spitfire,Soldier: 76
53769,Circuit royal,SparkR,London Spitfire,Symmetra
53791,Circuit royal,SparkR,London Spitfire,Widowmaker
53819,Oasis,FunnyAstro,Los Angeles Gladiators,Lucio
53855,Oasis,Patiphan,Los Angeles Gladiators,Soldier: 76
53897,Oasis,Reiner,Los Angeles Gladiators,Doomfist
53919,Oasis,Reiner,Los Angeles Gladiators,Winston
53960,Oasis,kevster,Los Angeles Gladiators,Symmetra
53967,Oasis,kevster,Los Angeles Gladiators,Tracer
53994,Oasis,shu,Los Angeles Gladiators,Ana
54044,Oasis,Coluge,San Francisco Shock,Doomfist
54068,Oasis,Coluge,San Francisco Shock,Winston
54108,Oasis,FiNN,San Francisco Shock,Ana
54133,Oasis,FiNN,San Francisco Shock,Moira
54176,Oasis,Kilo,San Francisco Shock,Reaper
54188,Oasis,Kilo,San Francisco Shock,Soldier: 76
54205,Oasis,Kilo,San Francisco Shock,Symmetra
54225,Oasis,Proper,San Francisco Shock,Tracer
54258,Oasis,Viol2t,San Francisco Shock,Lucio
54302,Midtown,FunnyAstro,Los Angeles Gladiators,Lucio
54344,Midtown,Patiphan,Los Angeles Gladiators,Soldier: 76
54375,Midtown,Reiner,Los Angeles Gladiators,Winston
54420,Midtown,kevster,Los Angeles Gladiators,Tracer
54460,Midtown,shu,Los Angeles Gladiators,Ana
54511,Midtown,Coluge,San Francisco Shock,Winston
54555,Midtown,FiNN,San Francisco Shock,Ana
54596,Midtown,Kilo,San Francisco Shock,Soldier: 76
54624,Midtown,Kilo,San Francisco Shock,Tracer
54661,Midtown,Proper,San Francisco Shock,Soldier: 76
54687,Midtown,Proper,San Francisco Shock,Tracer
54711,Midtown,Proper,San Francisco Shock,Widowmaker
54729,Midtown,Viol2t,San Francisco Shock,Lucio
54761,Route 66,FunnyAstro,Los Angeles Gladiators,Lucio
54806,Route 66,Patiphan,Los Angeles Gladiators,Soldier: 76
54832,Route 66,Reiner,Los Angeles Gladiators,Doomfist
54839,Route 66,Reiner,Los Angeles Gladiators,Winston
54880,Route 66,kevster,Los Angeles Gladiators,Genji
54901,Route 66,kevster,Los Angeles Gladiators,Tracer
54928,Route 66,kevster,Los Angeles Gladiators,Widowmaker
54950,Route 66,shu,Los Angeles Gladiators,Ana
54991,Route 66,Coluge,San Francisco Shock,Winston
55035,Route 66,FiNN,San Francisco Shock,Ana
55068,Route 66,Kilo,San Francisco Shock,Ashe
55089,Route 66,Kilo,San Francisco Shock,Widowmaker
55122,Route 66,Proper,San Francisco Shock,Pharah
55128,Route 66,Proper,San Francisco Shock,Tracer
55141,Route 66,Proper,San Francisco Shock,Widowmaker
55158,Route 66,Viol2t,San Francisco Shock,Brigitte
55193,Colosseo,FunnyAstro,Los Angeles Gladiators,Lucio
55231,Colosseo,Patiphan,Los Angeles Gladiators,Soldier: 76
55263,Colosseo,Reiner,Los Angeles Gladiators,Winston
55302,Colosseo,kevster,Los Angeles Gladiators,Tracer
55340,Colosseo,shu,Los Angeles Gladiators,Ana
55384,Colosseo,Coluge,San Francisco Shock,Winston
55428,Colosseo,FiNN,San Francisco Shock,Ana
55462,Colosseo,Kilo,San Francisco Shock,Soldier: 76
55501,Colosseo,Proper,San Francisco Shock,Tracer
55536,Colosseo,Viol2t,San Francisco Shock,Lucio
55574,Lijiang Tower,FunnyAstro,Los Angeles Gladiators,Lucio
