,esports_match_id,map_name,map_type,player_name,team_name,hero_name
24073,38985,Circuit royal,payload,MER1T,Houston Outlaws,Tracer
24081,38985,Circuit royal,payload,MER1T,Houston Outlaws,Widowmaker
24111,38985,Circuit royal,payload,PELICAN,Houston Outlaws,Bastion
24128,38985,Circuit royal,payload,PELICAN,Houston Outlaws,Genji
24154,38985,Circuit royal,payload,PELICAN,Houston Outlaws,Mei
24195,38985,Circuit royal,payload,Piggy,Houston Outlaws,D.Va
24199,38985,Circuit royal,payload,Piggy,Houston Outlaws,Reinhardt
24219,38985,Circuit royal,payload,Piggy,Houston Outlaws,Sigma
24246,38985,Circuit royal,payload,ir1s,Houston Outlaws,Baptiste
24273,38985,Circuit royal,payload,ir1s,Houston Outlaws,Zenyatta
24301,38985,Circuit royal,payload,Coluge,San Francisco Shock,Sigma
24325,38985,Circuit royal,payload,Coluge,San Francisco Shock,Winston
24371,38985,Circuit royal,payload,FiNN,San Francisco Shock,Ana
24405,38985,Circuit royal,payload,FiNN,San Francisco Shock,Zenyatta
24446,38985,Circuit royal,payload,Kilo,San Francisco Shock,Soldier: 76
24463,38985,Circuit royal,payload,Kilo,San Francisco Shock,Symmetra
24471,38985,Circuit royal,payload,Kilo,San Francisco Shock,Widowmaker
24511,38985,Circuit royal,payload,Proper,San Francisco Shock,Echo
24529,38985,Circuit royal,payload,Proper,San Francisco Shock,Genji
24542,38985,Circuit royal,payload,Proper,San Francisco Shock,Tracer
24573,38985,Circuit royal,payload,Viol2t,San Francisco Shock,Baptiste
24601,38985,Circuit royal,payload,Viol2t,San Francisco Shock,Lucio
24634,38985,Midtown,hybrid,Danteh,Houston Outlaws,Doomfist
24668,38985,Midtown,hybrid,Lastro,Houston Outlaws,Lucio
24705,38985,Midtown,hybrid,MER1T,Houston Outlaws,Reaper
24722,38985,Midtown,hybrid,MER1T,Houston Outlaws,Soldier: 76
24755,38985,Midtown,hybrid,PELICAN,Houston Outlaws,Echo
24792,38985,Midtown,hybrid,ir1s,Houston Outlaws,Ana
24831,38985,Midtown,hybrid,Coluge,San Francisco Shock,Winston
24864,38985,Midtown,hybrid,FiNN,San Francisco Shock,Ana
24908,38985,Midtown,hybrid,Kilo,San Francisco Shock,Hanzo
24913,38985,Midtown,hybrid,Kilo,San Francisco Shock,Soldier: 76
24934,38985,Midtown,hybrid,Kilo,San Francisco Shock,Sombra
24957,38985,Midtown,hybrid,Proper,San Francisco Shock,Tracer
24985,38985,Midtown,hybrid,Proper,San Francisco Shock,Widowmaker
25003,38985,Midtown,hybrid,Viol2t,San Francisco Shock,Lucio
25034,38985,Ilios,control,Danteh,Houston Outlaws,Doomfist
25063,38985,Ilios,control,Lastro,Houston Outlaws,Lucio
25099,38985,Ilios,control,MER1T,Houston Outlaws,Reaper
25120,38985,Ilios,control,MER1T,Houston Outlaws,Soldier: 76
25139,38985,Ilios,control,MER1T,Houston Outlaws,Symmetra
25145,38985,Ilios,control,MER1T,Houston Outlaws,Tracer
25173,38985,Ilios,control,PELICAN,Houston Outlaws,Echo
25219,38985,Ilios,control,ir1s,Houston Outlaws,Ana
25262,38985,Ilios,control,Coluge,San Francisco Shock,Winston
25304,38985,Ilios,control,FiNN,San Francisco Shock,Ana
25350,38985,Ilios,control,Kilo,San Francisco Shock,Soldier: 76
25372,38985,Ilios,control,Kilo,San Francisco Shock,Symmetra
25393,38985,Ilios,control,Proper,San Francisco Shock,Echo
25423,38985,Ilios,control,Proper,San Francisco Shock,Tracer
25454,38985,Ilios,control,Viol2t,San Francisco Shock,Lucio
25487,38986,Colosseo,push,Hawk,Atlanta Reign,Doomfist
25521,38986,Colosseo,push,Kai,Atlanta Reign,Soldier: 76
25564,38986,Colosseo,push,Ojee,Atlanta Reign,Lucio
25593,38986,Colosseo,push,UltraViolet,Atlanta Reign,Ana
25628,38986,Colosseo,push,nero,Atlanta Reign,Tracer
25659,38986,Colosseo,push,Decay,Washington Justice,Tracer
25693,38986,Colosseo,push,Happy,Washington Justice,Soldier: 76
25723,38986,Colosseo,push,Krillin,Washington Justice,Ana
25759,38986,Colosseo,push,MAG,Washington Justice,Winston
25805,38986,Colosseo,push,OPENER,Washington Justice,Lucio
25841,38986,Dorado,payload,Hawk,Atlanta Reign,D.Va
25861,38986,Dorado,payload,Hawk,Atlanta Reign,Doomfist
25896,38986,Dorado,payload,Kai,Atlanta Reign,Soldier: 76
25918,38986,Dorado,payload,Kai,Atlanta Reign,Widowmaker
25951,38986,Dorado,payload,Ojee,Atlanta Reign,Brigitte
25968,38986,Dorado,payload,Ojee,Atlanta Reign,Lucio
26007,38986,Dorado,payload,UltraViolet,Atlanta Reign,Ana
26040,38986,Dorado,payload,nero,Atlanta Reign,Echo
26057,38986,Dorado,payload,nero,Atlanta Reign,Genji
26069,38986,Dorado,payload,nero,Atlanta Reign,Tracer
26105,38986,Dorado,payload,Decay,Washington Justice,Tracer
26140,38986,Dorado,payload,Happy,Washington Justice,Soldier: 76
26162,38986,Dorado,payload,Happy,Washington Justice,Widowmaker
26203,38986,Dorado,payload,Krillin,Washington Justice,Ana
26248,38986,Dorado,payload,MAG,Washington Justice,Winston
26301,38986,Dorado,payload,OPENER,Washington Justice,Lucio
26335,38986,Eichenwalde,hybrid,Hawk,Atlanta Reign,Doomfist
26353,38986,Eichenwalde,hybrid,Hawk,Atlanta Reign,Zarya
26395,38986,Eichenwalde,hybrid,Kai,Atlanta Reign,Soldier: 76
26413,38986,Eichenwalde,hybrid,Kai,Atlanta Reign,Widowmaker
26430,38986,Eichenwalde,hybrid,Ojee,Atlanta Reign,Lucio
26466,38986,Eichenwalde,hybrid,UltraViolet,Atlanta Reign,Ana
26503,38986,Eichenwalde,hybrid,nero,Atlanta Reign,Reaper
26541,38986,Eichenwalde,hybrid,Decay,Washington Justice,Reaper
26562,38986,Eichenwalde,hybrid,Decay,Washington Justice,Tracer
26594,38986,Eichenwalde,hybrid,Happy,Washington Justice,Reaper
26612,38986,Eichenwalde,hybrid,Happy,Washington Justice,Soldier: 76
26625,38986,Eichenwalde,hybrid,Happy,Washington Justice,Widowmaker
26646,38986,Eichenwalde,hybrid,Krillin,Washington Justice,Ana
26694,38986,Eichenwalde,hybrid,MAG,Washington Justice,Winston
26735,38986,Eichenwalde,hybrid,OPENER,Washington Justice,Lucio
26766,38986,Eichenwalde,hybrid,OPENER,Washington Justice,Mercy
26787,38987,Colosseo,push,Faith,Boston Uprising,Lucio
26826,38987,Colosseo,push,MCD,Boston Uprising,Ana
26870,38987,Colosseo,push,Marve1,Boston Uprising,Doomfist
26898,38987,Colosseo,push,STRIKER,Boston Uprising,Soldier: 76
26935,38987,Colosseo,push,Valentine,Boston Uprising,Genji
26955,38987,Colosseo,push,Valentine,Boston Uprising,Tracer
26991,38987,Colosseo,push,Admiral,London Spitfire,Lucio
27034,38987,Colosseo,push,Backbone,London Spitfire,Mei
27057,38987,Colosseo,push,Backbone,London Spitfire,Sombra
27084,38987,Colosseo,push,Hadi,London Spitfire,Reinhardt
27114,38987,Colosseo,push,Landon,London Spitfire,Baptiste
27150,38987,Colosseo,push,SparkR,London Spitfire,Soldier: 76
27172,38987,Colosseo,push,SparkR,London Spitfire,Symmetra
27196,38987,Route 66,payload,Faith,Boston Uprising,Lucio
27227,38987,Route 66,payload,Faith,Boston Uprising,Zenyatta
27248,38987,Route 66,payload,MCD,Boston Uprising,Ana
27293,38987,Route 66,payload,Valentine,Boston Uprising,Genji
27320,38987,Route 66,payload,Valentine,Boston Uprising,Tracer
27356,38987,Route 66,payload,Victoria,Boston Uprising,Reaper
27359,38987,Route 66,payload,Victoria,Boston Uprising,Soldier: 76
27388,38987,Route 66,payload,punk,Boston Uprising,Winston
27430,38987,Route 66,payload,Admiral,London Spitfire,Lucio
27473,38987,Route 66,payload,Hadi,London Spitfire,Reinhardt
27478,38987,Route 66,payload,Hadi,London Spitfire,Winston
27525,38987,Route 66,payload,Landon,London Spitfire,Ana
27550,38987,Route 66,payload,Landon,London Spitfire,Baptiste
27570,38987,Route 66,payload,Shax,London Spitfire,Tracer
27599,38987,Route 66,payload,SparkR,London Spitfire,Soldier: 76
27637,38987,Midtown,hybrid,Faith,Boston Uprising,Lucio
27671,38987,Midtown,hybrid,MCD,Boston Uprising,Ana
27702,38987,Midtown,hybrid,Marve1,Boston Uprising,Doomfist
27740,38987,Midtown,hybrid,STRIKER,Boston Uprising,Reaper
27754,38987,Midtown,hybrid,STRIKER,Boston Uprising,Soldier: 76
27784,38987,Midtown,hybrid,Valentine,Boston Uprising,Genji
27826,38987,Midtown,hybrid,Admiral,London Spitfire,Lucio
27868,38987,Midtown,hybrid,Backbone,London Spitfire,Mei
27890,38987,Midtown,hybrid,Backbone,London Spitfire,Sombra
27908,38987,Midtown,hybrid,Hadi,London Spitfire,Reinhardt
27939,38987,Midtown,hybrid,Landon,London Spitfire,Baptiste
27975,38987,Midtown,hybrid,SparkR,London Spitfire,Soldier: 76
28010,38987,Lijiang Tower,control,Faith,Boston Uprising,Lucio
28039,38987,Lijiang Tower,control,Faith,Boston Uprising,Mercy
28053,38987,Lijiang Tower,control,MCD,Boston Uprising,Ana
28095,38987,Lijiang Tower,control,Marve1,Boston Uprising,Doomfist
28126,38987,Lijiang Tower,control,STRIKER,Boston Uprising,Reaper
28143,38987,Lijiang Tower,control,STRIKER,Boston Uprising,Soldier: 76
28161,38987,Lijiang Tower,control,STRIKER,Boston Uprising,Tracer
28179,38987,Lijiang Tower,control,Valentine,Boston Uprising,Genji
28205,38987,Lijiang Tower,control,Valentine,Boston Uprising,Pharah
28211,38987,Lijiang Tower,control,Valentine,Boston Uprising,Tracer
28234,38987,Lijiang Tower,control,Admiral,London Spitfire,Lucio
28267,38987,Lijiang Tower,control,Backbone,London Spitfire,Mei
28286,38987,Lijiang Tower,control,Backbone,London Spitfire,Reaper
28314,38987,Lijiang Tower,control,Hadi,London Spitfire,Reinhardt
28327,38987,Lijiang Tower,control,Hadi,London Spitfire,Winston
28359,38987,Lijiang Tower,control,Landon,London Spitfire,Ana
28393,38987,Lijiang Tower,control,Landon,London Spitfire,Baptiste
28427,38987,Lijiang Tower,control,SparkR,London Spitfire,Soldier: 76
28467,38988,Colosseo,push,ChiYo,Dallas Fuel,Lucio
28504,38988,Colosseo,push,Edison,Dallas Fuel,Reaper
28518,38988,Colosseo,push,Edison,Dallas Fuel,Soldier: 76
28553,38988,Colosseo,push,Fielder,Dallas Fuel,Ana
28594,38988,Colosseo,push,Hanbin,Dallas Fuel,Zarya
28635,38988,Colosseo,push,SP9RK1E,Dallas Fuel,Genji
28653,38988,Colosseo,push,SP9RK1E,Dallas Fuel,Reaper
28663,38988,Colosseo,push,SP9RK1E,Dallas Fuel,Tracer
28696,38988,Colosseo,push,ANS,Los Angeles Gladiators,Soldier: 76
28743,38988,Colosseo,push,FunnyAstro,Los Angeles Gladiators,Lucio
28782,38988,Colosseo,push,Reiner,Los Angeles Gladiators,Doomfist
28804,38988,Colosseo,push,Reiner,Los Angeles Gladiators,Winston
28847,38988,Colosseo,push,kevster,Los Angeles Gladiators,Echo
28870,38988,Colosseo,push,kevster,Los Angeles Gladiators,Genji
28893,38988,Colosseo,push,kevster,Los Angeles Gladiators,Tracer
28926,38988,Colosseo,push,shu,Los Angeles Gladiators,Ana
28964,38988,Watchpoint: Gibraltar,payload,ChiYo,Dallas Fuel,Brigitte
28978,38988,Watchpoint: Gibraltar,payload,ChiYo,Dallas Fuel,Lucio
29000,38988,Watchpoint: Gibraltar,payload,Edison,Dallas Fuel,Soldier: 76
