,esports_match_id,map_name,map_type,player_name,team_name,hero_name
29954,39059,Midtown,hybrid,ZEST,Seoul Infernal,Widowmaker
29970,39059,Midtown,hybrid,carpe,Seoul Infernal,Ashe
29995,39059,Midtown,hybrid,carpe,Seoul Infernal,Hanzo
29999,39059,Midtown,hybrid,carpe,Seoul Infernal,Sojourn
30037,39059,Circuit royal,payload,Becky,Los Angeles Valiant,Genji
30077,39059,Circuit royal,payload,Diya,Los Angeles Valiant,Doomfist
30080,39059,Circuit royal,payload,Diya,Los Angeles Valiant,Junker Queen
30119,39059,Circuit royal,payload,Ezhan,Los Angeles Valiant,Bastion
30130,39059,Circuit royal,payload,Ezhan,Los Angeles Valiant,Sojourn
30150,39059,Circuit royal,payload,Ezhan,Los Angeles Valiant,Symmetra
30173,39059,Circuit royal,payload,Lengsa,Los Angeles Valiant,Lucio
30210,39059,Circuit royal,payload,SASIN,Los Angeles Valiant,Brigitte
30240,39059,Circuit royal,payload,AimGod,Seoul Infernal,Brigitte
30270,39059,Circuit royal,payload,FIXA,Seoul Infernal,Lucio
30314,39059,Circuit royal,payload,Fury,Seoul Infernal,Junker Queen
30342,39059,Circuit royal,payload,ZEST,Seoul Infernal,Genji
30372,39059,Circuit royal,payload,carpe,Seoul Infernal,Ashe
30395,39059,Circuit royal,payload,carpe,Seoul Infernal,Sojourn
30432,39059,New Queen Street,push,Becky,Los Angeles Valiant,Genji
30472,39059,New Queen Street,push,Diya,Los Angeles Valiant,Junker Queen
30508,39059,New Queen Street,push,Ezhan,Los Angeles Valiant,Ashe
30537,39059,New Queen Street,push,Lengsa,Los Angeles Valiant,Lucio
30577,39059,New Queen Street,push,SASIN,Los Angeles Valiant,Brigitte
30605,39059,New Queen Street,push,AimGod,Seoul Infernal,Brigitte
30640,39059,New Queen Street,push,FIXA,Seoul Infernal,Lucio
30676,39059,New Queen Street,push,Fury,Seoul Infernal,Junker Queen
30701,39059,New Queen Street,push,MN3,Seoul Infernal,Sojourn
30731,39059,New Queen Street,push,ZEST,Seoul Infernal,Genji
