,esports_match_id,map_name,map_type,player_name,team_name,hero_name,tournament_title
21088,39055,Hollywood,hybrid,Cr0ng,Guangzhou Charge,Junker Queen,Summer Showdown: Qualifiers
21125,39055,Hollywood,hybrid,Farway1987,Guangzhou Charge,Brigitte,Summer Showdown: Qualifiers
21151,39055,Hollywood,hybrid,Jimmy,Guangzhou Charge,Ashe,Summer Showdown: Qualifiers
21166,39055,Hollywood,hybrid,Jimmy,Guangzhou Charge,Sojourn,Summer Showdown: Qualifiers
21177,39055,Hollywood,hybrid,Jimmy,Guangzhou Charge,Widowmaker,Summer Showdown: Qualifiers
21195,39055,Hollywood,hybrid,Xerneas,Guangzhou Charge,Lucio,Summer Showdown: Qualifiers
21235,39055,Hollywood,hybrid,IZaYaKI,Shanghai Dragons,Brigitte,Summer Showdown: Qualifiers
21244,39055,Hollywood,hybrid,IZaYaKI,Shanghai Dragons,Zenyatta,Summer Showdown: Qualifiers
21263,39055,Hollywood,hybrid,LIP,Shanghai Dragons,Sojourn,Summer Showdown: Qualifiers
21285,39055,Hollywood,hybrid,LIP,Shanghai Dragons,Widowmaker,Summer Showdown: Qualifiers
21306,39055,Hollywood,hybrid,LeeJaeGon,Shanghai Dragons,Lucio,Summer Showdown: Qualifiers
21342,39055,Hollywood,hybrid,Void,Shanghai Dragons,Junker Queen,Summer Showdown: Qualifiers
21381,39055,Hollywood,hybrid,WhoRu,Shanghai Dragons,Genji,Summer Showdown: Qualifiers
21402,39055,Hollywood,hybrid,WhoRu,Shanghai Dragons,Hanzo,Summer Showdown: Qualifiers
21421,39055,Circuit royal,payload,ChoiSehwan,Guangzhou Charge,Genji,Summer Showdown: Qualifiers
21458,39055,Circuit royal,payload,Cr0ng,Guangzhou Charge,Junker Queen,Summer Showdown: Qualifiers
21493,39055,Circuit royal,payload,Farway1987,Guangzhou Charge,Brigitte,Summer Showdown: Qualifiers
21529,39055,Circuit royal,payload,Jimmy,Guangzhou Charge,Sojourn,Summer Showdown: Qualifiers
21555,39055,Circuit royal,payload,Jimmy,Guangzhou Charge,Widowmaker,Summer Showdown: Qualifiers
21573,39055,Circuit royal,payload,Xerneas,Guangzhou Charge,Lucio,Summer Showdown: Qualifiers
21612,39055,Circuit royal,payload,IZaYaKI,Shanghai Dragons,Brigitte,Summer Showdown: Qualifiers
21635,39055,Circuit royal,payload,LIP,Shanghai Dragons,Ashe,Summer Showdown: Qualifiers
21649,39055,Circuit royal,payload,LIP,Shanghai Dragons,Sojourn,Summer Showdown: Qualifiers
21693,39055,Circuit royal,payload,LeeJaeGon,Shanghai Dragons,Lucio,Summer Showdown: Qualifiers
21737,39055,Circuit royal,payload,Void,Shanghai Dragons,Junker Queen,Summer Showdown: Qualifiers
21779,39055,Circuit royal,payload,WhoRu,Shanghai Dragons,Genji,Summer Showdown: Qualifiers
21817,39056,Ilios,control,Architect,Hangzhou Spark,Genji,Summer Showdown: Qualifiers
21841,39056,Ilios,control,Architect,Hangzhou Spark,Tracer,Summer Showdown: Qualifiers
21871,39056,Ilios,control,BERNAR,Hangzhou Spark,Doomfist,Summer Showdown: Qualifiers
21885,39056,Ilios,control,BERNAR,Hangzhou Spark,Junker Queen,Summer Showdown: Qualifiers
21918,39056,Ilios,control,Superich,Hangzhou Spark,Lucio,Summer Showdown: Qualifiers
21959,39056,Ilios,control,irony,Hangzhou Spark,Brigitte,Summer Showdown: Qualifiers
21997,39056,Ilios,control,shy,Hangzhou Spark,Sojourn,Summer Showdown: Qualifiers
22032,39056,Ilios,control,Fits,Seoul Dynasty,Sojourn,Summer Showdown: Qualifiers
22057,39056,Ilios,control,Fits,Seoul Dynasty,Tracer,Summer Showdown: Qualifiers
22081,39056,Ilios,control,Profit,Seoul Dynasty,Brigitte,Summer Showdown: Qualifiers
22109,39056,Ilios,control,Stalk3r,Seoul Dynasty,Echo,Summer Showdown: Qualifiers
22131,39056,Ilios,control,Stalk3r,Seoul Dynasty,Genji,Summer Showdown: Qualifiers
22166,39056,Ilios,control,Vindaim,Seoul Dynasty,Lucio,Summer Showdown: Qualifiers
22205,39056,Ilios,control,smurf,Seoul Dynasty,Junker Queen,Summer Showdown: Qualifiers
22246,39056,Midtown,hybrid,Architect,Hangzhou Spark,Genji,Summer Showdown: Qualifiers
22285,39056,Midtown,hybrid,BERNAR,Hangzhou Spark,Junker Queen,Summer Showdown: Qualifiers
22321,39056,Midtown,hybrid,Superich,Hangzhou Spark,Lucio,Summer Showdown: Qualifiers
22363,39056,Midtown,hybrid,irony,Hangzhou Spark,Brigitte,Summer Showdown: Qualifiers
22398,39056,Midtown,hybrid,shy,Hangzhou Spark,Sojourn,Summer Showdown: Qualifiers
22428,39056,Midtown,hybrid,Fits,Seoul Dynasty,Sojourn,Summer Showdown: Qualifiers
22454,39056,Midtown,hybrid,Fits,Seoul Dynasty,Widowmaker,Summer Showdown: Qualifiers
22464,39056,Midtown,hybrid,Profit,Seoul Dynasty,Brigitte,Summer Showdown: Qualifiers
22492,39056,Midtown,hybrid,Stalk3r,Seoul Dynasty,Genji,Summer Showdown: Qualifiers
22526,39056,Midtown,hybrid,Vindaim,Seoul Dynasty,Lucio,Summer Showdown: Qualifiers
22559,39056,Midtown,hybrid,smurf,Seoul Dynasty,Junker Queen,Summer Showdown: Qualifiers
22602,39056,Junkertown,payload,Architect,Hangzhou Spark,Genji,Summer Showdown: Qualifiers
22623,39056,Junkertown,payload,Architect,Hangzhou Spark,Widowmaker,Summer Showdown: Qualifiers
22641,39056,Junkertown,payload,BERNAR,Hangzhou Spark,Junker Queen,Summer Showdown: Qualifiers
22679,39056,Junkertown,payload,Superich,Hangzhou Spark,Lucio,Summer Showdown: Qualifiers
22710,39056,Junkertown,payload,irony,Hangzhou Spark,Brigitte,Summer Showdown: Qualifiers
22742,39056,Junkertown,payload,shy,Hangzhou Spark,Sojourn,Summer Showdown: Qualifiers
22773,39056,Junkertown,payload,Fits,Seoul Dynasty,Ashe,Summer Showdown: Qualifiers
22795,39056,Junkertown,payload,Fits,Seoul Dynasty,Symmetra,Summer Showdown: Qualifiers
22817,39056,Junkertown,payload,Profit,Seoul Dynasty,Brigitte,Summer Showdown: Qualifiers
22851,39056,Junkertown,payload,Stalk3r,Seoul Dynasty,Genji,Summer Showdown: Qualifiers
22889,39056,Junkertown,payload,Vindaim,Seoul Dynasty,Lucio,Summer Showdown: Qualifiers
22927,39056,Junkertown,payload,smurf,Seoul Dynasty,Junker Queen,Summer Showdown: Qualifiers
22948,39056,Junkertown,payload,smurf,Seoul Dynasty,Wrecking Ball,Summer Showdown: Qualifiers
22967,39209,Busan,control,ANSOONJAE,New York Excelsior,Lucio,Summer Showdown: Qualifiers
23008,39209,Busan,control,Flora,New York Excelsior,Sojourn,Summer Showdown: Qualifiers
23042,39209,Busan,control,GangNamJin,New York Excelsior,Brigitte,Summer Showdown: Qualifiers
23070,39209,Busan,control,Kellan,New York Excelsior,Junker Queen,Summer Showdown: Qualifiers
23101,39209,Busan,control,Yaki,New York Excelsior,Genji,Summer Showdown: Qualifiers
23123,39209,Busan,control,Yaki,New York Excelsior,Tracer,Summer Showdown: Qualifiers
23149,39209,Busan,control,Aspire,Vancouver Titans,Sojourn,Summer Showdown: Qualifiers
23187,39209,Busan,control,Aztac,Vancouver Titans,Brigitte,Summer Showdown: Qualifiers
23214,39209,Busan,control,Masaa,Vancouver Titans,Lucio,Summer Showdown: Qualifiers
23255,39209,Busan,control,MirroR,Vancouver Titans,Junker Queen,Summer Showdown: Qualifiers
23292,39209,Busan,control,k1ng,Vancouver Titans,Genji,Summer Showdown: Qualifiers
23332,39209,Hollywood,hybrid,ANSOONJAE,New York Excelsior,Lucio,Summer Showdown: Qualifiers
23373,39209,Hollywood,hybrid,Flora,New York Excelsior,Ashe,Summer Showdown: Qualifiers
23392,39209,Hollywood,hybrid,Flora,New York Excelsior,Sojourn,Summer Showdown: Qualifiers
23426,39209,Hollywood,hybrid,GangNamJin,New York Excelsior,Brigitte,Summer Showdown: Qualifiers
23454,39209,Hollywood,hybrid,Kellan,New York Excelsior,Junker Queen,Summer Showdown: Qualifiers
23497,39209,Hollywood,hybrid,Yaki,New York Excelsior,Genji,Summer Showdown: Qualifiers
23525,39209,Hollywood,hybrid,Aspire,Vancouver Titans,Ashe,Summer Showdown: Qualifiers
23544,39209,Hollywood,hybrid,Aspire,Vancouver Titans,Widowmaker,Summer Showdown: Qualifiers
23565,39209,Hollywood,hybrid,Aztac,Vancouver Titans,Brigitte,Summer Showdown: Qualifiers
23599,39209,Hollywood,hybrid,Masaa,Vancouver Titans,Lucio,Summer Showdown: Qualifiers
23635,39209,Hollywood,hybrid,MirroR,Vancouver Titans,Junker Queen,Summer Showdown: Qualifiers
23673,39209,Hollywood,hybrid,k1ng,Vancouver Titans,Genji,Summer Showdown: Qualifiers
23706,39209,Watchpoint: Gibraltar,payload,Flora,New York Excelsior,Sojourn,Summer Showdown: Qualifiers
23742,39209,Watchpoint: Gibraltar,payload,GangNamJin,New York Excelsior,Ana,Summer Showdown: Qualifiers
23773,39209,Watchpoint: Gibraltar,payload,GangNamJin,New York Excelsior,Lucio,Summer Showdown: Qualifiers
23805,39209,Watchpoint: Gibraltar,payload,HO1,New York Excelsior,Brigitte,Summer Showdown: Qualifiers
23814,39209,Watchpoint: Gibraltar,payload,HO1,New York Excelsior,Lucio,Summer Showdown: Qualifiers
23820,39209,Watchpoint: Gibraltar,payload,HO1,New York Excelsior,Zenyatta,Summer Showdown: Qualifiers
23856,39209,Watchpoint: Gibraltar,payload,Kellan,New York Excelsior,Junker Queen,Summer Showdown: Qualifiers
23878,39209,Watchpoint: Gibraltar,payload,Yaki,New York Excelsior,Genji,Summer Showdown: Qualifiers
23897,39209,Watchpoint: Gibraltar,payload,Yaki,New York Excelsior,Symmetra,Summer Showdown: Qualifiers
23902,39209,Watchpoint: Gibraltar,payload,Yaki,New York Excelsior,Widowmaker,Summer Showdown: Qualifiers
23920,39209,Watchpoint: Gibraltar,payload,Aspire,Vancouver Titans,Ashe,Summer Showdown: Qualifiers
23940,39209,Watchpoint: Gibraltar,payload,Aspire,Vancouver Titans,Sojourn,Summer Showdown: Qualifiers
23963,39209,Watchpoint: Gibraltar,payload,Aspire,Vancouver Titans,Tracer,Summer Showdown: Qualifiers
23974,39209,Watchpoint: Gibraltar,payload,Aspire,Vancouver Titans,Widowmaker,Summer Showdown: Qualifiers
23999,39209,Watchpoint: Gibraltar,payload,Aztac,Vancouver Titans,Brigitte,Summer Showdown: Qualifiers
24029,39209,Watchpoint: Gibraltar,payload,Masaa,Vancouver Titans,Lucio,Summer Showdown: Qualifiers
24060,39209,Watchpoint: Gibraltar,payload,MirroR,Vancouver Titans,Junker Queen,Summer Showdown: Qualifiers
24100,39209,Watchpoint: Gibraltar,payload,k1ng,Vancouver Titans,Genji,Summer Showdown: Qualifiers
24141,39210,Lijiang Tower,control,Faith,Boston Uprising,Lucio,Summer Showdown: Qualifiers
24172,39210,Lijiang Tower,control,MAG,Boston Uprising,Junker Queen,Summer Showdown: Qualifiers
24212,39210,Lijiang Tower,control,MCD,Boston Uprising,Brigitte,Summer Showdown: Qualifiers
24244,39210,Lijiang Tower,control,Valentine,Boston Uprising,Genji,Summer Showdown: Qualifiers
24270,39210,Lijiang Tower,control,Victoria,Boston Uprising,Sojourn,Summer Showdown: Qualifiers
24303,39210,Lijiang Tower,control,Coluge,San Francisco Shock,Junker Queen,Summer Showdown: Qualifiers
24341,39210,Lijiang Tower,control,FiNN,San Francisco Shock,Brigitte,Summer Showdown: Qualifiers
24371,39210,Lijiang Tower,control,Kilo,San Francisco Shock,Sojourn,Summer Showdown: Qualifiers
24393,39210,Lijiang Tower,control,Kilo,San Francisco Shock,Symmetra,Summer Showdown: Qualifiers
24411,39210,Lijiang Tower,control,Proper,San Francisco Shock,Genji,Summer Showdown: Qualifiers
24452,39210,Lijiang Tower,control,Viol2t,San Francisco Shock,Lucio,Summer Showdown: Qualifiers
24491,39210,Hollywood,hybrid,Faith,Boston Uprising,Lucio,Summer Showdown: Qualifiers
24531,39210,Hollywood,hybrid,MAG,Boston Uprising,Junker Queen,Summer Showdown: Qualifiers
24559,39210,Hollywood,hybrid,MCD,Boston Uprising,Brigitte,Summer Showdown: Qualifiers
24592,39210,Hollywood,hybrid,Valentine,Boston Uprising,Genji,Summer Showdown: Qualifiers
24628,39210,Hollywood,hybrid,Victoria,Boston Uprising,Sojourn,Summer Showdown: Qualifiers
24648,39210,Hollywood,hybrid,Victoria,Boston Uprising,Tracer,Summer Showdown: Qualifiers
24661,39210,Hollywood,hybrid,Victoria,Boston Uprising,Widowmaker,Summer Showdown: Qualifiers
24682,39210,Hollywood,hybrid,Coluge,San Francisco Shock,Junker Queen,Summer Showdown: Qualifiers
24717,39210,Hollywood,hybrid,FiNN,San Francisco Shock,Brigitte,Summer Showdown: Qualifiers
24743,39210,Hollywood,hybrid,Kilo,San Francisco Shock,Ashe,Summer Showdown: Qualifiers
24771,39210,Hollywood,hybrid,Kilo,San Francisco Shock,Sojourn,Summer Showdown: Qualifiers
24795,39210,Hollywood,hybrid,Kilo,San Francisco Shock,Widowmaker,Summer Showdown: Qualifiers
24808,39210,Hollywood,hybrid,Proper,San Francisco Shock,Genji,Summer Showdown: Qualifiers
24829,39210,Hollywood,hybrid,Proper,San Francisco Shock,Widowmaker,Summer Showdown: Qualifiers
24847,39210,Hollywood,hybrid,Viol2t,San Francisco Shock,Lucio,Summer Showdown: Qualifiers
24885,39210,Circuit royal,payload,Faith,Boston Uprising,Lucio,Summer Showdown: Qualifiers
24925,39210,Circuit royal,payload,MAG,Boston Uprising,Junker Queen,Summer Showdown: Qualifiers
24962,39210,Circuit royal,payload,MCD,Boston Uprising,Brigitte,Summer Showdown: Qualifiers
24994,39210,Circuit royal,payload,Valentine,Boston Uprising,Genji,Summer Showdown: Qualifiers
25026,39210,Circuit royal,payload,Victoria,Boston Uprising,Sojourn,Summer Showdown: Qualifiers
25051,39210,Circuit royal,payload,Victoria,Boston Uprising,Widowmaker,Summer Showdown: Qualifiers
25073,39210,Circuit royal,payload,Coluge,San Francisco Shock,Junker Queen,Summer Showdown: Qualifiers
25103,39210,Circuit royal,payload,FiNN,San Francisco Shock,Brigitte,Summer Showdown: Qualifiers
25136,39210,Circuit royal,payload,Kilo,San Francisco Shock,Sojourn,Summer Showdown: Qualifiers
25175,39210,Circuit royal,payload,Proper,San Francisco Shock,Genji,Summer Showdown: Qualifiers
25198,39210,Circuit royal,payload,Proper,San Francisco Shock,Hanzo,Summer Showdown: Qualifiers
25207,39210,Circuit royal,payload,Proper,San Francisco Shock,Widowmaker,Summer Showdown: Qualifiers
25229,39210,Circuit royal,payload,Viol2t,San Francisco Shock,Lucio,Summer Showdown: Qualifiers
25275,39211,Busan,control,ChiYo,Dallas Fuel,Lucio,Summer Showdown: Qualifiers
25302,39211,Busan,control,Edison,Dallas Fuel,Sojourn,Summer Showdown: Qualifiers
25333,39211,Busan,control,Fielder,Dallas Fuel,Brigitte,Summer Showdown: Qualifiers
25363,39211,Busan,control,Hanbin,Dallas Fuel,Junker Queen,Summer Showdown: Qualifiers
25395,39211,Busan,control,SP9RK1E,Dallas Fuel,Genji,Summer Showdown: Qualifiers
25420,39211,Busan,control,SP9RK1E,Dallas Fuel,Symmetra,Summer Showdown: Qualifiers
25443,39211,Busan,control,Although,Toronto Defiant,Genji,Summer Showdown: Qualifiers
25480,39211,Busan,control,CH0R0NG,Toronto Defiant,Lucio,Summer Showdown: Qualifiers
25510,39211,Busan,control,HOTBA,Toronto Defiant,Junker Queen,Summer Showdown: Qualifiers
25551,39211,Busan,control,Heesu,Toronto Defiant,Ashe,Summer Showdown: Qualifiers
25578,39211,Busan,control,Heesu,Toronto Defiant,Soldier: 76,Summer Showdown: Qualifiers
25610,39211,Busan,control,Twilight,Toronto Defiant,Brigitte,Summer Showdown: Qualifiers
25635,39211,Midtown,hybrid,ChiYo,Dallas Fuel,Lucio,Summer Showdown: Qualifiers
25676,39211,Midtown,hybrid,Edison,Dallas Fuel,Ashe,Summer Showdown: Qualifiers
25701,39211,Midtown,hybrid,Edison,Dallas Fuel,Sojourn,Summer Showdown: Qualifiers
25734,39211,Midtown,hybrid,Fielder,Dallas Fuel,Ana,Summer Showdown: Qualifiers
25737,39211,Midtown,hybrid,Fielder,Dallas Fuel,Brigitte,Summer Showdown: Qualifiers
25769,39211,Midtown,hybrid,Hanbin,Dallas Fuel,Junker Queen,Summer Showdown: Qualifiers
25812,39211,Midtown,hybrid,SP9RK1E,Dallas Fuel,Genji,Summer Showdown: Qualifiers
25840,39211,Midtown,hybrid,SP9RK1E,Dallas Fuel,Tracer,Summer Showdown: Qualifiers
25856,39211,Midtown,hybrid,Although,Toronto Defiant,Genji,Summer Showdown: Qualifiers
25894,39211,Midtown,hybrid,CH0R0NG,Toronto Defiant,Lucio,Summer Showdown: Qualifiers
25919,39211,Midtown,hybrid,CH0R0NG,Toronto Defiant,Moira,Summer Showdown: Qualifiers
25937,39211,Midtown,hybrid,HOTBA,Toronto Defiant,Junker Queen,Summer Showdown: Qualifiers
25970,39211,Midtown,hybrid,Heesu,Toronto Defiant,Ashe,Summer Showdown: Qualifiers
25995,39211,Midtown,hybrid,Heesu,Toronto Defiant,Widowmaker,Summer Showdown: Qualifiers
26018,39211,Midtown,hybrid,Twilight,Toronto Defiant,Ana,Summer Showdown: Qualifiers
26024,39211,Midtown,hybrid,Twilight,Toronto Defiant,Brigitte,Summer Showdown: Qualifiers
26057,39211,Watchpoint: Gibraltar,payload,ChiYo,Dallas Fuel,Lucio,Summer Showdown: Qualifiers
26095,39211,Watchpoint: Gibraltar,payload,Edison,Dallas Fuel,Ashe,Summer Showdown: Qualifiers
26136,39211,Watchpoint: Gibraltar,payload,Fielder,Dallas Fuel,Brigitte,Summer Showdown: Qualifiers
26164,39211,Watchpoint: Gibraltar,payload,Hanbin,Dallas Fuel,Junker Queen,Summer Showdown: Qualifiers
26200,39211,Watchpoint: Gibraltar,payload,SP9RK1E,Dallas Fuel,Genji,Summer Showdown: Qualifiers
26219,39211,Watchpoint: Gibraltar,payload,SP9RK1E,Dallas Fuel,Symmetra,Summer Showdown: Qualifiers
26237,39211,Watchpoint: Gibraltar,payload,Although,Toronto Defiant,Genji,Summer Showdown: Qualifiers
26268,39211,Watchpoint: Gibraltar,payload,CH0R0NG,Toronto Defiant,Lucio,Summer Showdown: Qualifiers
26311,39211,Watchpoint: Gibraltar,payload,HOTBA,Toronto Defiant,Junker Queen,Summer Showdown: Qualifiers
26350,39211,Watchpoint: Gibraltar,payload,Heesu,Toronto Defiant,Ashe,Summer Showdown: Qualifiers
26392,39211,Watchpoint: Gibraltar,payload,Twilight,Toronto Defiant,Ana,Summer Showdown: Qualifiers
26415,39211,Watchpoint: Gibraltar,payload,Twilight,Toronto Defiant,Brigitte,Summer Showdown: Qualifiers
26446,39211,Colosseo,push,ChiYo,Dallas Fuel,Lucio,Summer Showdown: Qualifiers
26478,39211,Colosseo,push,Edison,Dallas Fuel,Sojourn,Summer Showdown: Qualifiers
26506,39211,Colosseo,push,Fielder,Dallas Fuel,Brigitte,Summer Showdown: Qualifiers
26531,39211,Colosseo,push,Hanbin,Dallas Fuel,Junker Queen,Summer Showdown: Qualifiers
26574,39211,Colosseo,push,SP9RK1E,Dallas Fuel,Genji,Summer Showdown: Qualifiers
26612,39211,Colosseo,push,Although,Toronto Defiant,Genji,Summer Showdown: Qualifiers
26655,39211,Colosseo,push,CH0R0NG,Toronto Defiant,Lucio,Summer Showdown: Qualifiers
26687,39211,Colosseo,push,HOTBA,Toronto Defiant,Junker Queen,Summer Showdown: Qualifiers
26721,39211,Colosseo,push,Heesu,Toronto Defiant,Ashe,Summer Showdown: Qualifiers
26754,39211,Colosseo,push,Twilight,Toronto Defiant,Brigitte,Summer Showdown: Qualifiers
26785,39057,Ilios,control,GA9A,Chengdu Hunters,Junker Queen,Summer Showdown: Qualifiers
26805,39057,Ilios,control,GA9A,Chengdu Hunters,Winston,Summer Showdown: Qualifiers
26842,39057,Ilios,control,Jinmu,Chengdu Hunters,Genji,Summer Showdown: Qualifiers
26871,39057,Ilios,control,Jinmu,Chengdu Hunters,Pharah,Summer Showdown: Qualifiers
26904,39057,Ilios,control,Leave,Chengdu Hunters,Ashe,Summer Showdown: Qualifiers
26934,39057,Ilios,control,Leave,Chengdu Hunters,Sojourn,Summer Showdown: Qualifiers
26951,39057,Ilios,control,Leave,Chengdu Hunters,Symmetra,Summer Showdown: Qualifiers
26972,39057,Ilios,control,Mmonk,Chengdu Hunters,Ana,Summer Showdown: Qualifiers
27007,39057,Ilios,control,Mmonk,Chengdu Hunters,Brigitte,Summer Showdown: Qualifiers
27046,39057,Ilios,control,Nisha,Chengdu Hunters,Brigitte,Summer Showdown: Qualifiers
27064,39057,Ilios,control,Nisha,Chengdu Hunters,Lucio,Summer Showdown: Qualifiers
27092,39057,Ilios,control,Nisha,Chengdu Hunters,Mercy,Summer Showdown: Qualifiers
27117,39057,Ilios,control,Fits,Seoul Dynasty,Ashe,Summer Showdown: Qualifiers
27135,39057,Ilios,control,Fits,Seoul Dynasty,Sojourn,Summer Showdown: Qualifiers
27164,39057,Ilios,control,Profit,Seoul Dynasty,Ana,Summer Showdown: Qualifiers
27191,39057,Ilios,control,Profit,Seoul Dynasty,Brigitte,Summer Showdown: Qualifiers
27222,39057,Ilios,control,Stalk3r,Seoul Dynasty,Genji,Summer Showdown: Qualifiers
27247,39057,Ilios,control,Stalk3r,Seoul Dynasty,Tracer,Summer Showdown: Qualifiers
27286,39057,Ilios,control,Vindaim,Seoul Dynasty,Lucio,Summer Showdown: Qualifiers
27325,39057,Ilios,control,smurf,Seoul Dynasty,D.Va,Summer Showdown: Qualifiers
27345,39057,Ilios,control,smurf,Seoul Dynasty,Doomfist,Summer Showdown: Qualifiers
27357,39057,Ilios,control,smurf,Seoul Dynasty,Junker Queen,Summer Showdown: Qualifiers
27386,39057,Paraíso,hybrid,GA9A,Chengdu Hunters,Junker Queen,Summer Showdown: Qualifiers
27421,39057,Paraíso,hybrid,Jinmu,Chengdu Hunters,Genji,Summer Showdown: Qualifiers
27458,39057,Paraíso,hybrid,Leave,Chengdu Hunters,Echo,Summer Showdown: Qualifiers
27474,39057,Paraíso,hybrid,Leave,Chengdu Hunters,Sojourn,Summer Showdown: Qualifiers
27485,39057,Paraíso,hybrid,Leave,Chengdu Hunters,Widowmaker,Summer Showdown: Qualifiers
27504,39057,Paraíso,hybrid,Mmonk,Chengdu Hunters,Brigitte,Summer Showdown: Qualifiers
27537,39057,Paraíso,hybrid,Nisha,Chengdu Hunters,Lucio,Summer Showdown: Qualifiers
27577,39057,Paraíso,hybrid,Fits,Seoul Dynasty,Sojourn,Summer Showdown: Qualifiers
27595,39057,Paraíso,hybrid,Fits,Seoul Dynasty,Tracer,Summer Showdown: Qualifiers
27614,39057,Paraíso,hybrid,Fits,Seoul Dynasty,Widowmaker,Summer Showdown: Qualifiers
27631,39057,Paraíso,hybrid,Profit,Seoul Dynasty,Brigitte,Summer Showdown: Qualifiers
27650,39057,Paraíso,hybrid,Profit,Seoul Dynasty,Moira,Summer Showdown: Qualifiers
27667,39057,Paraíso,hybrid,Stalk3r,Seoul Dynasty,Echo,Summer Showdown: Qualifiers
27691,39057,Paraíso,hybrid,Stalk3r,Seoul Dynasty,Genji,Summer Showdown: Qualifiers
27708,39057,Paraíso,hybrid,Stalk3r,Seoul Dynasty,Pharah,Summer Showdown: Qualifiers
27733,39057,Paraíso,hybrid,Vindaim,Seoul Dynasty,Lucio,Summer Showdown: Qualifiers
27761,39057,Paraíso,hybrid,Vindaim,Seoul Dynasty,Mercy,Summer Showdown: Qualifiers
27777,39057,Paraíso,hybrid,smurf,Seoul Dynasty,Junker Queen,Summer Showdown: Qualifiers
27810,39057,Dorado,payload,Daizi,Chengdu Hunters,Junker Queen,Summer Showdown: Qualifiers
27844,39057,Dorado,payload,Jinmu,Chengdu Hunters,Genji,Summer Showdown: Qualifiers
27872,39057,Dorado,payload,Leave,Chengdu Hunters,Sojourn,Summer Showdown: Qualifiers
27897,39057,Dorado,payload,Mmonk,Chengdu Hunters,Brigitte,Summer Showdown: Qualifiers
27921,39057,Dorado,payload,Nisha,Chengdu Hunters,Lucio,Summer Showdown: Qualifiers
27952,39057,Dorado,payload,Fits,Seoul Dynasty,Ashe,Summer Showdown: Qualifiers
27995,39057,Dorado,payload,Profit,Seoul Dynasty,Brigitte,Summer Showdown: Qualifiers
28028,39057,Dorado,payload,Stalk3r,Seoul Dynasty,Genji,Summer Showdown: Qualifiers
28047,39057,Dorado,payload,Stalk3r,Seoul Dynasty,Symmetra,Summer Showdown: Qualifiers
28064,39057,Dorado,payload,Vindaim,Seoul Dynasty,Lucio,Summer Showdown: Qualifiers
28104,39057,Dorado,payload,smurf,Seoul Dynasty,Junker Queen,Summer Showdown: Qualifiers
28137,39058,Lijiang Tower,control,Architect,Hangzhou Spark,Genji,Summer Showdown: Qualifiers
28165,39058,Lijiang Tower,control,BERNAR,Hangzhou Spark,Junker Queen,Summer Showdown: Qualifiers
28199,39058,Lijiang Tower,control,Superich,Hangzhou Spark,Lucio,Summer Showdown: Qualifiers
28237,39058,Lijiang Tower,control,irony,Hangzhou Spark,Brigitte,Summer Showdown: Qualifiers
28267,39058,Lijiang Tower,control,shy,Hangzhou Spark,Sojourn,Summer Showdown: Qualifiers
28304,39058,Lijiang Tower,control,IZaYaKI,Shanghai Dragons,Brigitte,Summer Showdown: Qualifiers
28332,39058,Lijiang Tower,control,LIP,Shanghai Dragons,Sojourn,Summer Showdown: Qualifiers
28352,39058,Lijiang Tower,control,LIP,Shanghai Dragons,Symmetra,Summer Showdown: Qualifiers
28373,39058,Lijiang Tower,control,LeeJaeGon,Shanghai Dragons,Lucio,Summer Showdown: Qualifiers
28411,39058,Lijiang Tower,control,Void,Shanghai Dragons,Junker Queen,Summer Showdown: Qualifiers
28446,39058,Lijiang Tower,control,WhoRu,Shanghai Dragons,Genji,Summer Showdown: Qualifiers
28484,39058,Paraíso,hybrid,Architect,Hangzhou Spark,Genji,Summer Showdown: Qualifiers
28503,39058,Paraíso,hybrid,Architect,Hangzhou Spark,Widowmaker,Summer Showdown: Qualifiers
28524,39058,Paraíso,hybrid,BERNAR,Hangzhou Spark,Junker Queen,Summer Showdown: Qualifiers
28557,39058,Paraíso,hybrid,Superich,Hangzhou Spark,Lucio,Summer Showdown: Qualifiers
28573,39058,Paraíso,hybrid,Superich,Hangzhou Spark,Mercy,Summer Showdown: Qualifiers
28583,39058,Paraíso,hybrid,irony,Hangzhou Spark,Brigitte,Summer Showdown: Qualifiers
28609,39058,Paraíso,hybrid,shy,Hangzhou Spark,Sojourn,Summer Showdown: Qualifiers
28645,39058,Paraíso,hybrid,IZaYaKI,Shanghai Dragons,Brigitte,Summer Showdown: Qualifiers
28672,39058,Paraíso,hybrid,LIP,Shanghai Dragons,Sojourn,Summer Showdown: Qualifiers
28690,39058,Paraíso,hybrid,LIP,Shanghai Dragons,Widowmaker,Summer Showdown: Qualifiers
28710,39058,Paraíso,hybrid,LeeJaeGon,Shanghai Dragons,Lucio,Summer Showdown: Qualifiers
28750,39058,Paraíso,hybrid,Void,Shanghai Dragons,Junker Queen,Summer Showdown: Qualifiers
28785,39058,Paraíso,hybrid,WhoRu,Shanghai Dragons,Echo,Summer Showdown: Qualifiers
28808,39058,Paraíso,hybrid,WhoRu,Shanghai Dragons,Genji,Summer Showdown: Qualifiers
28829,39058,Paraíso,hybrid,WhoRu,Shanghai Dragons,Hanzo,Summer Showdown: Qualifiers
28847,39058,Watchpoint: Gibraltar,payload,Architect,Hangzhou Spark,Genji,Summer Showdown: Qualifiers
