hero_name,0
Ana,33
Ashe,1
Baptiste,49
Bastion,3
Brigitte,16
D.Va,6
Doomfist,30
Echo,3
Genji,44
Hanzo,10
Junker Queen,1
Junkrat,3
Kiriko,163
Lucio,206
Mei,2
Mercy,1
Moira,3
Orisa,4
Reaper,164
Reinhardt,4
Roadhog,10
Sigma,7
Sojourn,215
Soldier: 76,1
Sombra,17
Symmetra,41
Tracer,78
Widowmaker,66
Winston,174
Wrecking Ball,1
Zarya,38
Zenyatta,15
