,esports_match_id,map_name,map_type,player_name,team_name,hero_name,tournament_title
29917,38988,Ilios,control,ChiYo,Dallas Fuel,Mercy,Kickoff Clash: Qualifiers
29938,38988,Ilios,control,Edison,Dallas Fuel,Reaper,Kickoff Clash: Qualifiers
29958,38988,Ilios,control,Edison,Dallas Fuel,Soldier: 76,Kickoff Clash: Qualifiers
29989,38988,Ilios,control,Fielder,Dallas Fuel,Ana,Kickoff Clash: Qualifiers
30031,38988,Ilios,control,Hanbin,Dallas Fuel,D.Va,Kickoff Clash: Qualifiers
30040,38988,Ilios,control,Hanbin,Dallas Fuel,Winston,Kickoff Clash: Qualifiers
30061,38988,Ilios,control,Hanbin,Dallas Fuel,Zarya,Kickoff Clash: Qualifiers
30090,38988,Ilios,control,SP9RK1E,Dallas Fuel,Echo,Kickoff Clash: Qualifiers
30104,38988,Ilios,control,SP9RK1E,Dallas Fuel,Genji,Kickoff Clash: Qualifiers
30125,38988,Ilios,control,SP9RK1E,Dallas Fuel,Symmetra,Kickoff Clash: Qualifiers
30130,38988,Ilios,control,SP9RK1E,Dallas Fuel,Tracer,Kickoff Clash: Qualifiers
30156,38988,Ilios,control,ANS,Los Angeles Gladiators,Soldier: 76,Kickoff Clash: Qualifiers
30179,38988,Ilios,control,ANS,Los Angeles Gladiators,Tracer,Kickoff Clash: Qualifiers
30205,38988,Ilios,control,FunnyAstro,Los Angeles Gladiators,Lucio,Kickoff Clash: Qualifiers
30244,38988,Ilios,control,Reiner,Los Angeles Gladiators,Doomfist,Kickoff Clash: Qualifiers
30282,38988,Ilios,control,kevster,Los Angeles Gladiators,Echo,Kickoff Clash: Qualifiers
30307,38988,Ilios,control,kevster,Los Angeles Gladiators,Genji,Kickoff Clash: Qualifiers
30327,38988,Ilios,control,kevster,Los Angeles Gladiators,Tracer,Kickoff Clash: Qualifiers
30359,38988,Ilios,control,shu,Los Angeles Gladiators,Ana,Kickoff Clash: Qualifiers
30394,38988,Ilios,control,shu,Los Angeles Gladiators,Moira,Kickoff Clash: Qualifiers
30411,38988,New Queen Street,push,ChiYo,Dallas Fuel,Lucio,Kickoff Clash: Qualifiers
30452,38988,New Queen Street,push,Edison,Dallas Fuel,Reaper,Kickoff Clash: Qualifiers
30464,38988,New Queen Street,push,Edison,Dallas Fuel,Soldier: 76,Kickoff Clash: Qualifiers
30498,38988,New Queen Street,push,Fielder,Dallas Fuel,Ana,Kickoff Clash: Qualifiers
30541,38988,New Queen Street,push,Hanbin,Dallas Fuel,Zarya,Kickoff Clash: Qualifiers
30571,38988,New Queen Street,push,SP9RK1E,Dallas Fuel,Genji,Kickoff Clash: Qualifiers
30592,38988,New Queen Street,push,SP9RK1E,Dallas Fuel,Tracer,Kickoff Clash: Qualifiers
30622,38988,New Queen Street,push,ANS,Los Angeles Gladiators,Soldier: 76,Kickoff Clash: Qualifiers
30661,38988,New Queen Street,push,FunnyAstro,Los Angeles Gladiators,Lucio,Kickoff Clash: Qualifiers
30693,38988,New Queen Street,push,Reiner,Los Angeles Gladiators,Doomfist,Kickoff Clash: Qualifiers
30719,38988,New Queen Street,push,Reiner,Los Angeles Gladiators,Winston,Kickoff Clash: Qualifiers
30744,38988,New Queen Street,push,kevster,Los Angeles Gladiators,Echo,Kickoff Clash: Qualifiers
30766,38988,New Queen Street,push,kevster,Los Angeles Gladiators,Tracer,Kickoff Clash: Qualifiers
30802,38988,New Queen Street,push,shu,Los Angeles Gladiators,Ana,Kickoff Clash: Qualifiers
30842,38989,New Queen Street,push,Flora,New York Excelsior,Soldier: 76,Kickoff Clash: Qualifiers
30872,38989,New Queen Street,push,GangNamJin,New York Excelsior,Lucio,Kickoff Clash: Qualifiers
30912,38989,New Queen Street,push,Kellan,New York Excelsior,Winston,Kickoff Clash: Qualifiers
30947,38989,New Queen Street,push,Myunb0ng,New York Excelsior,Ana,Kickoff Clash: Qualifiers
30981,38989,New Queen Street,push,Yaki,New York Excelsior,Tracer,Kickoff Clash: Qualifiers
31014,38989,New Queen Street,push,Aspire,Vancouver Titans,Tracer,Kickoff Clash: Qualifiers
31044,38989,New Queen Street,push,False,Vancouver Titans,Winston,Kickoff Clash: Qualifiers
31088,38989,New Queen Street,push,Masaa,Vancouver Titans,Lucio,Kickoff Clash: Qualifiers
31126,38989,New Queen Street,push,Skairipa,Vancouver Titans,Ana,Kickoff Clash: Qualifiers
31162,38989,New Queen Street,push,sHockWave,Vancouver Titans,Soldier: 76,Kickoff Clash: Qualifiers
31194,38989,Watchpoint: Gibraltar,payload,Flora,New York Excelsior,Tracer,Kickoff Clash: Qualifiers
31208,38989,Watchpoint: Gibraltar,payload,Flora,New York Excelsior,Widowmaker,Kickoff Clash: Qualifiers
31243,38989,Watchpoint: Gibraltar,payload,GangNamJin,New York Excelsior,Brigitte,Kickoff Clash: Qualifiers
31269,38989,Watchpoint: Gibraltar,payload,Kellan,New York Excelsior,Winston,Kickoff Clash: Qualifiers
31305,38989,Watchpoint: Gibraltar,payload,Myunb0ng,New York Excelsior,Ana,Kickoff Clash: Qualifiers
31336,38989,Watchpoint: Gibraltar,payload,Yaki,New York Excelsior,Genji,Kickoff Clash: Qualifiers
31369,38989,Watchpoint: Gibraltar,payload,Aspire,Vancouver Titans,Tracer,Kickoff Clash: Qualifiers
31398,38989,Watchpoint: Gibraltar,payload,False,Vancouver Titans,Roadhog,Kickoff Clash: Qualifiers
31409,38989,Watchpoint: Gibraltar,payload,False,Vancouver Titans,Winston,Kickoff Clash: Qualifiers
31435,38989,Watchpoint: Gibraltar,payload,Masaa,Vancouver Titans,Brigitte,Kickoff Clash: Qualifiers
31451,38989,Watchpoint: Gibraltar,payload,Masaa,Vancouver Titans,Lucio,Kickoff Clash: Qualifiers
31486,38989,Watchpoint: Gibraltar,payload,Skairipa,Vancouver Titans,Ana,Kickoff Clash: Qualifiers
31521,38989,Watchpoint: Gibraltar,payload,sHockWave,Vancouver Titans,Widowmaker,Kickoff Clash: Qualifiers
31553,38989,Eichenwalde,hybrid,Flora,New York Excelsior,Soldier: 76,Kickoff Clash: Qualifiers
31589,38989,Eichenwalde,hybrid,GangNamJin,New York Excelsior,Brigitte,Kickoff Clash: Qualifiers
31607,38989,Eichenwalde,hybrid,GangNamJin,New York Excelsior,Lucio,Kickoff Clash: Qualifiers
31643,38989,Eichenwalde,hybrid,Kellan,New York Excelsior,Winston,Kickoff Clash: Qualifiers
31680,38989,Eichenwalde,hybrid,Myunb0ng,New York Excelsior,Ana,Kickoff Clash: Qualifiers
31721,38989,Eichenwalde,hybrid,Yaki,New York Excelsior,Genji,Kickoff Clash: Qualifiers
31741,38989,Eichenwalde,hybrid,Yaki,New York Excelsior,Tracer,Kickoff Clash: Qualifiers
31770,38989,Eichenwalde,hybrid,Aspire,Vancouver Titans,Tracer,Kickoff Clash: Qualifiers
31799,38989,Eichenwalde,hybrid,Aspire,Vancouver Titans,Widowmaker,Kickoff Clash: Qualifiers
31811,38989,Eichenwalde,hybrid,False,Vancouver Titans,Winston,Kickoff Clash: Qualifiers
31854,38989,Eichenwalde,hybrid,Masaa,Vancouver Titans,Lucio,Kickoff Clash: Qualifiers
31891,38989,Eichenwalde,hybrid,Skairipa,Vancouver Titans,Ana,Kickoff Clash: Qualifiers
31935,38989,Eichenwalde,hybrid,sHockWave,Vancouver Titans,Echo,Kickoff Clash: Qualifiers
31949,38989,Eichenwalde,hybrid,sHockWave,Vancouver Titans,Soldier: 76,Kickoff Clash: Qualifiers
31978,38989,Lijiang Tower,control,Flora,New York Excelsior,Reaper,Kickoff Clash: Qualifiers
31991,38989,Lijiang Tower,control,Flora,New York Excelsior,Soldier: 76,Kickoff Clash: Qualifiers
32032,38989,Lijiang Tower,control,GangNamJin,New York Excelsior,Lucio,Kickoff Clash: Qualifiers
32075,38989,Lijiang Tower,control,Kellan,New York Excelsior,Winston,Kickoff Clash: Qualifiers
32117,38989,Lijiang Tower,control,Myunb0ng,New York Excelsior,Ana,Kickoff Clash: Qualifiers
32155,38989,Lijiang Tower,control,Yaki,New York Excelsior,Genji,Kickoff Clash: Qualifiers
32185,38989,Lijiang Tower,control,Yaki,New York Excelsior,Symmetra,Kickoff Clash: Qualifiers
32195,38989,Lijiang Tower,control,Yaki,New York Excelsior,Tracer,Kickoff Clash: Qualifiers
32230,38989,Lijiang Tower,control,Aspire,Vancouver Titans,Tracer,Kickoff Clash: Qualifiers
32250,38989,Lijiang Tower,control,Aspire,Vancouver Titans,Widowmaker,Kickoff Clash: Qualifiers
32273,38989,Lijiang Tower,control,False,Vancouver Titans,Winston,Kickoff Clash: Qualifiers
32320,38989,Lijiang Tower,control,Masaa,Vancouver Titans,Lucio,Kickoff Clash: Qualifiers
32361,38989,Lijiang Tower,control,Skairipa,Vancouver Titans,Ana,Kickoff Clash: Qualifiers
32394,38989,Lijiang Tower,control,Skairipa,Vancouver Titans,Moira,Kickoff Clash: Qualifiers
32406,38989,Lijiang Tower,control,sHockWave,Vancouver Titans,Reaper,Kickoff Clash: Qualifiers
32424,38989,Lijiang Tower,control,sHockWave,Vancouver Titans,Soldier: 76,Kickoff Clash: Qualifiers
32462,38990,Colosseo,push,Anamo,Florida Mayhem,Lucio,Kickoff Clash: Qualifiers
32499,38990,Colosseo,push,Checkmate,Florida Mayhem,Sombra,Kickoff Clash: Qualifiers
32525,38990,Colosseo,push,Hydron,Florida Mayhem,Soldier: 76,Kickoff Clash: Qualifiers
32554,38990,Colosseo,push,SirMajed,Florida Mayhem,Ana,Kickoff Clash: Qualifiers
32604,38990,Colosseo,push,Someone,Florida Mayhem,Zarya,Kickoff Clash: Qualifiers
32638,38990,Colosseo,push,Danteh,Houston Outlaws,Doomfist,Kickoff Clash: Qualifiers
32672,38990,Colosseo,push,Lastro,Houston Outlaws,Lucio,Kickoff Clash: Qualifiers
32713,38990,Colosseo,push,MER1T,Houston Outlaws,Soldier: 76,Kickoff Clash: Qualifiers
32744,38990,Colosseo,push,PELICAN,Houston Outlaws,Echo,Kickoff Clash: Qualifiers
32784,38990,Colosseo,push,ir1s,Houston Outlaws,Ana,Kickoff Clash: Qualifiers
32823,38990,Route 66,payload,Anamo,Florida Mayhem,Lucio,Kickoff Clash: Qualifiers
32860,38990,Route 66,payload,Checkmate,Florida Mayhem,Echo,Kickoff Clash: Qualifiers
32879,38990,Route 66,payload,Checkmate,Florida Mayhem,Tracer,Kickoff Clash: Qualifiers
32923,38990,Route 66,payload,Hydron,Florida Mayhem,Soldier: 76,Kickoff Clash: Qualifiers
32963,38990,Route 66,payload,SirMajed,Florida Mayhem,Ana,Kickoff Clash: Qualifiers
33001,38990,Route 66,payload,Someone,Florida Mayhem,Doomfist,Kickoff Clash: Qualifiers
33020,38990,Route 66,payload,Someone,Florida Mayhem,Winston,Kickoff Clash: Qualifiers
33062,38990,Route 66,payload,Lastro,Houston Outlaws,Lucio,Kickoff Clash: Qualifiers
33108,38990,Route 66,payload,MER1T,Houston Outlaws,Hanzo,Kickoff Clash: Qualifiers
33111,38990,Route 66,payload,MER1T,Houston Outlaws,Reaper,Kickoff Clash: Qualifiers
33130,38990,Route 66,payload,MER1T,Houston Outlaws,Soldier: 76,Kickoff Clash: Qualifiers
33167,38990,Route 66,payload,PELICAN,Houston Outlaws,Genji,Kickoff Clash: Qualifiers
33182,38990,Route 66,payload,PELICAN,Houston Outlaws,Reaper,Kickoff Clash: Qualifiers
33203,38990,Route 66,payload,PELICAN,Houston Outlaws,Soldier: 76,Kickoff Clash: Qualifiers
33211,38990,Route 66,payload,PELICAN,Houston Outlaws,Tracer,Kickoff Clash: Qualifiers
33225,38990,Route 66,payload,PELICAN,Houston Outlaws,Widowmaker,Kickoff Clash: Qualifiers
33245,38990,Route 66,payload,Piggy,Houston Outlaws,D.Va,Kickoff Clash: Qualifiers
33256,38990,Route 66,payload,Piggy,Houston Outlaws,Zarya,Kickoff Clash: Qualifiers
33295,38990,Route 66,payload,ir1s,Houston Outlaws,Ana,Kickoff Clash: Qualifiers
33318,38990,Route 66,payload,ir1s,Houston Outlaws,Zenyatta,Kickoff Clash: Qualifiers
33337,38990,King's Row,hybrid,Anamo,Florida Mayhem,Lucio,Kickoff Clash: Qualifiers
33372,38990,King's Row,hybrid,Checkmate,Florida Mayhem,Echo,Kickoff Clash: Qualifiers
33388,38990,King's Row,hybrid,Checkmate,Florida Mayhem,Tracer,Kickoff Clash: Qualifiers
33407,38990,King's Row,hybrid,Checkmate,Florida Mayhem,Widowmaker,Kickoff Clash: Qualifiers
33434,38990,King's Row,hybrid,Hydron,Florida Mayhem,Soldier: 76,Kickoff Clash: Qualifiers
33471,38990,King's Row,hybrid,SirMajed,Florida Mayhem,Ana,Kickoff Clash: Qualifiers
33502,38990,King's Row,hybrid,SirMajed,Florida Mayhem,Moira,Kickoff Clash: Qualifiers
33541,38990,King's Row,hybrid,Someone,Florida Mayhem,Doomfist,Kickoff Clash: Qualifiers
33543,38990,King's Row,hybrid,Someone,Florida Mayhem,Winston,Kickoff Clash: Qualifiers
33587,38990,King's Row,hybrid,Danteh,Houston Outlaws,Doomfist,Kickoff Clash: Qualifiers
33626,38990,King's Row,hybrid,Lastro,Houston Outlaws,Lucio,Kickoff Clash: Qualifiers
33665,38990,King's Row,hybrid,MER1T,Houston Outlaws,Hanzo,Kickoff Clash: Qualifiers
33672,38990,King's Row,hybrid,MER1T,Houston Outlaws,Reaper,Kickoff Clash: Qualifiers
33689,38990,King's Row,hybrid,MER1T,Houston Outlaws,Soldier: 76,Kickoff Clash: Qualifiers
33723,38990,King's Row,hybrid,PELICAN,Houston Outlaws,Echo,Kickoff Clash: Qualifiers
33748,38990,King's Row,hybrid,PELICAN,Houston Outlaws,Widowmaker,Kickoff Clash: Qualifiers
33766,38990,King's Row,hybrid,ir1s,Houston Outlaws,Ana,Kickoff Clash: Qualifiers
33811,38990,Lijiang Tower,control,Anamo,Florida Mayhem,Lucio,Kickoff Clash: Qualifiers
33850,38990,Lijiang Tower,control,Checkmate,Florida Mayhem,Sombra,Kickoff Clash: Qualifiers
33876,38990,Lijiang Tower,control,Hydron,Florida Mayhem,Soldier: 76,Kickoff Clash: Qualifiers
33916,38990,Lijiang Tower,control,SirMajed,Florida Mayhem,Ana,Kickoff Clash: Qualifiers
33960,38990,Lijiang Tower,control,Someone,Florida Mayhem,Winston,Kickoff Clash: Qualifiers
33990,38990,Lijiang Tower,control,Someone,Florida Mayhem,Zarya,Kickoff Clash: Qualifiers
34028,38990,Lijiang Tower,control,Danteh,Houston Outlaws,Doomfist,Kickoff Clash: Qualifiers
34067,38990,Lijiang Tower,control,Lastro,Houston Outlaws,Lucio,Kickoff Clash: Qualifiers
34107,38990,Lijiang Tower,control,MER1T,Houston Outlaws,Reaper,Kickoff Clash: Qualifiers
34119,38990,Lijiang Tower,control,MER1T,Houston Outlaws,Soldier: 76,Kickoff Clash: Qualifiers
34160,38990,Lijiang Tower,control,PELICAN,Houston Outlaws,Echo,Kickoff Clash: Qualifiers
34183,38990,Lijiang Tower,control,PELICAN,Houston Outlaws,Genji,Kickoff Clash: Qualifiers
34193,38990,Lijiang Tower,control,PELICAN,Houston Outlaws,Symmetra,Kickoff Clash: Qualifiers
34211,38990,Lijiang Tower,control,ir1s,Houston Outlaws,Ana,Kickoff Clash: Qualifiers
34249,38990,New Queen Street,push,Anamo,Florida Mayhem,Lucio,Kickoff Clash: Qualifiers
34273,38990,New Queen Street,push,Checkmate,Florida Mayhem,Sombra,Kickoff Clash: Qualifiers
34297,38990,New Queen Street,push,Hydron,Florida Mayhem,Soldier: 76,Kickoff Clash: Qualifiers
34328,38990,New Queen Street,push,SirMajed,Florida Mayhem,Ana,Kickoff Clash: Qualifiers
34367,38990,New Queen Street,push,Someone,Florida Mayhem,Winston,Kickoff Clash: Qualifiers
34399,38990,New Queen Street,push,Danteh,Houston Outlaws,Doomfist,Kickoff Clash: Qualifiers
34433,38990,New Queen Street,push,Lastro,Houston Outlaws,Lucio,Kickoff Clash: Qualifiers
34469,38990,New Queen Street,push,MER1T,Houston Outlaws,Soldier: 76,Kickoff Clash: Qualifiers
34500,38990,New Queen Street,push,PELICAN,Houston Outlaws,Tracer,Kickoff Clash: Qualifiers
34536,38990,New Queen Street,push,ir1s,Houston Outlaws,Ana,Kickoff Clash: Qualifiers
34575,38991,New Queen Street,push,Flora,New York Excelsior,Soldier: 76,Kickoff Clash: Qualifiers
34608,38991,New Queen Street,push,GangNamJin,New York Excelsior,Lucio,Kickoff Clash: Qualifiers
34644,38991,New Queen Street,push,Kellan,New York Excelsior,Winston,Kickoff Clash: Qualifiers
34678,38991,New Queen Street,push,Myunb0ng,New York Excelsior,Ana,Kickoff Clash: Qualifiers
34709,38991,New Queen Street,push,Yaki,New York Excelsior,Tracer,Kickoff Clash: Qualifiers
34742,38991,New Queen Street,push,Coluge,San Francisco Shock,Winston,Kickoff Clash: Qualifiers
34783,38991,New Queen Street,push,FiNN,San Francisco Shock,Ana,Kickoff Clash: Qualifiers
34830,38991,New Queen Street,push,Kilo,San Francisco Shock,Soldier: 76,Kickoff Clash: Qualifiers
34860,38991,New Queen Street,push,Proper,San Francisco Shock,Tracer,Kickoff Clash: Qualifiers
34902,38991,New Queen Street,push,Viol2t,San Francisco Shock,Lucio,Kickoff Clash: Qualifiers
34943,38991,Dorado,payload,Flora,New York Excelsior,Soldier: 76,Kickoff Clash: Qualifiers
34967,38991,Dorado,payload,Flora,New York Excelsior,Tracer,Kickoff Clash: Qualifiers
34982,38991,Dorado,payload,Flora,New York Excelsior,Widowmaker,Kickoff Clash: Qualifiers
35007,38991,Dorado,payload,GangNamJin,New York Excelsior,Brigitte,Kickoff Clash: Qualifiers
35040,38991,Dorado,payload,Kellan,New York Excelsior,Winston,Kickoff Clash: Qualifiers
35077,38991,Dorado,payload,Myunb0ng,New York Excelsior,Ana,Kickoff Clash: Qualifiers
35116,38991,Dorado,payload,Yaki,New York Excelsior,Genji,Kickoff Clash: Qualifiers
35144,38991,Dorado,payload,Yaki,New York Excelsior,Symmetra,Kickoff Clash: Qualifiers
35167,38991,Dorado,payload,Coluge,San Francisco Shock,Winston,Kickoff Clash: Qualifiers
35210,38991,Dorado,payload,FiNN,San Francisco Shock,Ana,Kickoff Clash: Qualifiers
35252,38991,Dorado,payload,Kilo,San Francisco Shock,Soldier: 76,Kickoff Clash: Qualifiers
35279,38991,Dorado,payload,Kilo,San Francisco Shock,Widowmaker,Kickoff Clash: Qualifiers
35304,38991,Dorado,payload,Proper,San Francisco Shock,Genji,Kickoff Clash: Qualifiers
35330,38991,Dorado,payload,Proper,San Francisco Shock,Symmetra,Kickoff Clash: Qualifiers
35355,38991,Dorado,payload,Viol2t,San Francisco Shock,Brigitte,Kickoff Clash: Qualifiers
35371,38991,Dorado,payload,Viol2t,San Francisco Shock,Lucio,Kickoff Clash: Qualifiers
35414,38991,King's Row,hybrid,Flora,New York Excelsior,Soldier: 76,Kickoff Clash: Qualifiers
35445,38991,King's Row,hybrid,GangNamJin,New York Excelsior,Lucio,Kickoff Clash: Qualifiers
35473,38991,King's Row,hybrid,Kellan,New York Excelsior,Winston,Kickoff Clash: Qualifiers
35501,38991,King's Row,hybrid,Kellan,New York Excelsior,Wrecking Ball,Kickoff Clash: Qualifiers
35507,38991,King's Row,hybrid,Kellan,New York Excelsior,Zarya,Kickoff Clash: Qualifiers
35548,38991,King's Row,hybrid,Myunb0ng,New York Excelsior,Ana,Kickoff Clash: Qualifiers
35583,38991,King's Row,hybrid,Yaki,New York Excelsior,Reaper,Kickoff Clash: Qualifiers
35604,38991,King's Row,hybrid,Yaki,New York Excelsior,Tracer,Kickoff Clash: Qualifiers
35648,38991,King's Row,hybrid,Coluge,San Francisco Shock,Doomfist,Kickoff Clash: Qualifiers
35653,38991,King's Row,hybrid,Coluge,San Francisco Shock,Winston,Kickoff Clash: Qualifiers
35692,38991,King's Row,hybrid,FiNN,San Francisco Shock,Ana,Kickoff Clash: Qualifiers
35713,38991,King's Row,hybrid,FiNN,San Francisco Shock,Mercy,Kickoff Clash: Qualifiers
35714,38991,King's Row,hybrid,FiNN,San Francisco Shock,Moira,Kickoff Clash: Qualifiers
35732,38991,King's Row,hybrid,Proper,San Francisco Shock,Soldier: 76,Kickoff Clash: Qualifiers
35754,38991,King's Row,hybrid,Proper,San Francisco Shock,Tracer,Kickoff Clash: Qualifiers
35758,38991,King's Row,hybrid,Proper,San Francisco Shock,Widowmaker,Kickoff Clash: Qualifiers
35773,38991,King's Row,hybrid,Viol2t,San Francisco Shock,Brigitte,Kickoff Clash: Qualifiers
35782,38991,King's Row,hybrid,Viol2t,San Francisco Shock,Lucio,Kickoff Clash: Qualifiers
35824,38991,King's Row,hybrid,s9mm,San Francisco Shock,Echo,Kickoff Clash: Qualifiers
35847,38991,King's Row,hybrid,s9mm,San Francisco Shock,Reaper,Kickoff Clash: Qualifiers
35882,38991,Oasis,control,Flora,New York Excelsior,Soldier: 76,Kickoff Clash: Qualifiers
35900,38991,Oasis,control,Flora,New York Excelsior,Symmetra,Kickoff Clash: Qualifiers
35908,38991,Oasis,control,Flora,New York Excelsior,Tracer,Kickoff Clash: Qualifiers
35932,38991,Oasis,control,GangNamJin,New York Excelsior,Lucio,Kickoff Clash: Qualifiers
35968,38991,Oasis,control,Kellan,New York Excelsior,Winston,Kickoff Clash: Qualifiers
35991,38991,Oasis,control,Kellan,New York Excelsior,Zarya,Kickoff Clash: Qualifiers
36019,38991,Oasis,control,Myunb0ng,New York Excelsior,Ana,Kickoff Clash: Qualifiers
36058,38991,Oasis,control,Yaki,New York Excelsior,Genji,Kickoff Clash: Qualifiers
36072,38991,Oasis,control,Yaki,New York Excelsior,Reaper,Kickoff Clash: Qualifiers
36087,38991,Oasis,control,Yaki,New York Excelsior,Tracer,Kickoff Clash: Qualifiers
36119,38991,Oasis,control,Coluge,San Francisco Shock,Winston,Kickoff Clash: Qualifiers
36166,38991,Oasis,control,FiNN,San Francisco Shock,Ana,Kickoff Clash: Qualifiers
36203,38991,Oasis,control,Kilo,San Francisco Shock,Soldier: 76,Kickoff Clash: Qualifiers
36225,38991,Oasis,control,Kilo,San Francisco Shock,Symmetra,Kickoff Clash: Qualifiers
36244,38991,Oasis,control,Proper,San Francisco Shock,Echo,Kickoff Clash: Qualifiers
36273,38991,Oasis,control,Proper,San Francisco Shock,Tracer,Kickoff Clash: Qualifiers
36300,38991,Oasis,control,Viol2t,San Francisco Shock,Lucio,Kickoff Clash: Qualifiers
36345,38992,New Queen Street,push,CH0R0NG,Toronto Defiant,Lucio,Kickoff Clash: Qualifiers
36379,38992,New Queen Street,push,Finale,Toronto Defiant,Tracer,Kickoff Clash: Qualifiers
36410,38992,New Queen Street,push,Heesu,Toronto Defiant,Soldier: 76,Kickoff Clash: Qualifiers
36450,38992,New Queen Street,push,MuZe,Toronto Defiant,Winston,Kickoff Clash: Qualifiers
36497,38992,New Queen Street,push,Twilight,Toronto Defiant,Ana,Kickoff Clash: Qualifiers
36539,38992,New Queen Street,push,Glister,Vegas Eternal,Soldier: 76,Kickoff Clash: Qualifiers
36575,38992,New Queen Street,push,Kaan,Vegas Eternal,Ana,Kickoff Clash: Qualifiers
36613,38992,New Queen Street,push,Vestola,Vegas Eternal,Zarya,Kickoff Clash: Qualifiers
36646,38992,New Queen Street,push,dridro,Vegas Eternal,Lucio,Kickoff Clash: Qualifiers
36677,38992,New Queen Street,push,wub,Vegas Eternal,Reaper,Kickoff Clash: Qualifiers
36704,38992,Route 66,payload,CH0R0NG,Toronto Defiant,Lucio,Kickoff Clash: Qualifiers
36744,38992,Route 66,payload,Finale,Toronto Defiant,Echo,Kickoff Clash: Qualifiers
36771,38992,Route 66,payload,Finale,Toronto Defiant,Hanzo,Kickoff Clash: Qualifiers
36778,38992,Route 66,payload,Finale,Toronto Defiant,Tracer,Kickoff Clash: Qualifiers
36808,38992,Route 66,payload,Heesu,Toronto Defiant,Soldier: 76,Kickoff Clash: Qualifiers
36830,38992,Route 66,payload,Heesu,Toronto Defiant,Widowmaker,Kickoff Clash: Qualifiers
36856,38992,Route 66,payload,MuZe,Toronto Defiant,Doomfist,Kickoff Clash: Qualifiers
36865,38992,Route 66,payload,MuZe,Toronto Defiant,Winston,Kickoff Clash: Qualifiers
36914,38992,Route 66,payload,Twilight,Toronto Defiant,Ana,Kickoff Clash: Qualifiers
36942,38992,Route 66,payload,Twilight,Toronto Defiant,Mercy,Kickoff Clash: Qualifiers
36958,38992,Route 66,payload,Glister,Vegas Eternal,Soldier: 76,Kickoff Clash: Qualifiers
36995,38992,Route 66,payload,Kaan,Vegas Eternal,Ana,Kickoff Clash: Qualifiers
37035,38992,Route 66,payload,Vestola,Vegas Eternal,Zarya,Kickoff Clash: Qualifiers
37074,38992,Route 66,payload,dridro,Vegas Eternal,Lucio,Kickoff Clash: Qualifiers
37111,38992,Route 66,payload,wub,Vegas Eternal,Genji,Kickoff Clash: Qualifiers
37142,38992,Eichenwalde,hybrid,CH0R0NG,Toronto Defiant,Lucio,Kickoff Clash: Qualifiers
37180,38992,Eichenwalde,hybrid,Finale,Toronto Defiant,Echo,Kickoff Clash: Qualifiers
37203,38992,Eichenwalde,hybrid,Finale,Toronto Defiant,Reaper,Kickoff Clash: Qualifiers
37224,38992,Eichenwalde,hybrid,Heesu,Toronto Defiant,Soldier: 76,Kickoff Clash: Qualifiers
37240,38992,Eichenwalde,hybrid,Heesu,Toronto Defiant,Widowmaker,Kickoff Clash: Qualifiers
37255,38992,Eichenwalde,hybrid,MuZe,Toronto Defiant,Winston,Kickoff Clash: Qualifiers
37286,38992,Eichenwalde,hybrid,Twilight,Toronto Defiant,Ana,Kickoff Clash: Qualifiers
37318,38992,Eichenwalde,hybrid,Glister,Vegas Eternal,Soldier: 76,Kickoff Clash: Qualifiers
37352,38992,Eichenwalde,hybrid,Kaan,Vegas Eternal,Ana,Kickoff Clash: Qualifiers
37393,38992,Eichenwalde,hybrid,Vestola,Vegas Eternal,Zarya,Kickoff Clash: Qualifiers
37430,38992,Eichenwalde,hybrid,dridro,Vegas Eternal,Lucio,Kickoff Clash: Qualifiers
37469,38992,Eichenwalde,hybrid,wub,Vegas Eternal,Genji,Kickoff Clash: Qualifiers
37500,39011,New Queen Street,push,AimGod,Seoul Infernal,Ana,Kickoff Clash: Qualifiers
37535,39011,New Queen Street,push,Belosrea,Seoul Infernal,Winston,Kickoff Clash: Qualifiers
37580,39011,New Queen Street,push,FIXA,Seoul Infernal,Lucio,Kickoff Clash: Qualifiers
37616,39011,New Queen Street,push,ZEST,Seoul Infernal,Tracer,Kickoff Clash: Qualifiers
37651,39011,New Queen Street,push,carpe,Seoul Infernal,Soldier: 76,Kickoff Clash: Qualifiers
37687,39011,New Queen Street,push,Fleta,Shanghai Dragons,Reaper,Kickoff Clash: Qualifiers
37720,39011,New Queen Street,push,IZaYaKI,Shanghai Dragons,Ana,Kickoff Clash: Qualifiers
37756,39011,New Queen Street,push,LIP,Shanghai Dragons,Soldier: 76,Kickoff Clash: Qualifiers
37795,39011,New Queen Street,push,LeeJaeGon,Shanghai Dragons,Lucio,Kickoff Clash: Qualifiers
37828,39011,New Queen Street,push,Void,Shanghai Dragons,Zarya,Kickoff Clash: Qualifiers
37862,39011,Circuit royal,payload,AimGod,Seoul Infernal,Ana,Kickoff Clash: Qualifiers
37902,39011,Circuit royal,payload,FIXA,Seoul Infernal,Brigitte,Kickoff Clash: Qualifiers
37916,39011,Circuit royal,payload,FIXA,Seoul Infernal,Mercy,Kickoff Clash: Qualifiers
37942,39011,Circuit royal,payload,Fury,Seoul Infernal,Zarya,Kickoff Clash: Qualifiers
37976,39011,Circuit royal,payload,MN3,Seoul Infernal,Widowmaker,Kickoff Clash: Qualifiers
