hero_name,0
Ana,101
Ashe,210
Baptiste,6
Bastion,11
Brigitte,608
Cassidy,5
D.Va,5
Doomfist,80
Echo,34
Genji,608
Hanzo,31
Junker Queen,611
Junkrat,4
Lucio,613
Mei,28
Mercy,22
Moira,22
Orisa,4
Pharah,29
Reaper,3
Reinhardt,4
Roadhog,5
Sojourn,533
Soldier: 76,6
Sombra,5
Symmetra,182
Tracer,108
Widowmaker,186
Winston,4
Wrecking Ball,26
Zarya,2
Zenyatta,23
