,map_name,player_name,team_name,hero_name
161630,Dorado,Dove,Vegas Eternal,Sojourn
161648,Dorado,Dove,Vegas Eternal,Widowmaker
161667,Dorado,Kaan,Vegas Eternal,Zenyatta
161701,Dorado,dridro,Vegas Eternal,Ana
161730,Dorado,dridro,Vegas Eternal,Brigitte
161749,Dorado,dridro,Vegas Eternal,Lucio
161768,Dorado,wub,Vegas Eternal,Tracer
161800,Midtown,Hawk,Atlanta Reign,Doomfist
161827,Midtown,Kai,Atlanta Reign,Sojourn
161859,Midtown,Ojee,Atlanta Reign,Zenyatta
161894,Midtown,UltraViolet,Atlanta Reign,Ana
